id,sentence,file_name,location,label,negative,positive,neutral,parts_of_speech
262,John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.,doc2.txt,129,neutral,0.5638307483645337,0.4361692516354663,0.9100427505529836,"[[""John"", ""NNP""], [""McCain"", ""NNP""], [""likes"", ""NNS""], [""say"", ""VBP""], [""'ll"", ""MD""], [""follow"", ""VB""], [""bin"", ""NN""], [""Laden"", ""NNP""], [""Gates"", ""NNP""], [""Hell"", ""NNP""], [""-"", "":""], [""wo"", ""MD""], [""n't"", ""RB""], [""even"", ""RB""], [""go"", ""VB""], [""cave"", ""JJ""], [""lives"", ""NNS""], [""."", "".""]]"
263,"And today, as my call for a time frame to remove our troops from Iraq has been echoed by the Iraqi government and even the Bush Administration, even after we learned that Iraq has a $79 billion surplus while we're wallowing in deficits, John McCain stands alone in his stubborn refusal to end a misguided war.",doc2.txt,130,neutral,0.3803221621953365,0.6196778378046635,0.9936654437082794,"[[""And"", ""CC""], [""today"", ""NN""], ["","", "",""], [""call"", ""NN""], [""time"", ""NN""], [""frame"", ""NN""], [""remove"", ""VB""], [""troops"", ""NNS""], [""Iraq"", ""NNP""], [""echoed"", ""VBD""], [""Iraqi"", ""NNP""], [""government"", ""NN""], [""even"", ""RB""], [""Bush"", ""NNP""], [""Administration"", ""NNP""], ["","", "",""], [""even"", ""RB""], [""learned"", ""VBD""], [""Iraq"", ""NNP""], [""$"", ""$""], [""79"", ""CD""], [""billion"", ""CD""], [""surplus"", ""NN""], [""'re"", ""VBP""], [""wallowing"", ""VBG""], [""deficits"", ""NNS""], ["","", "",""], [""John"", ""NNP""], [""McCain"", ""NNP""], [""stands"", ""VBZ""], [""alone"", ""RB""], [""stubborn"", ""JJ""], [""refusal"", ""JJ""], [""end"", ""NN""], [""misguided"", ""VBD""], [""war"", ""NN""], [""."", "".""]]"
264,That's not the judgment we need.,doc2.txt,131,neg,0.6019914051071702,0.39800859489282986,0.3449093188466981,"[[""That"", ""DT""], [""'s"", ""VBZ""], [""judgment"", ""JJ""], [""need"", ""NN""], [""."", "".""]]"
265,That won't keep America safe.,doc2.txt,132,pos,0.4255970559395705,0.5744029440604295,0.3458709745545581,"[[""That"", ""DT""], [""wo"", ""MD""], [""n't"", ""RB""], [""keep"", ""VB""], [""America"", ""NNP""], [""safe"", ""JJ""], [""."", "".""]]"
266,"We need a President who can face the threats of the future, not keep grasping at the ideas of the past.",doc2.txt,133,neutral,0.3311352790778671,0.6688647209221329,0.7705425655837285,"[[""We"", ""PRP""], [""need"", ""VBP""], [""President"", ""NNP""], [""face"", ""NN""], [""threats"", ""NNS""], [""future"", ""VBP""], ["","", "",""], [""keep"", ""VB""], [""grasping"", ""VBG""], [""ideas"", ""NNS""], [""past"", ""RB""], [""."", "".""]]"
267,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.,doc2.txt,134,neg,0.5367540589187269,0.4632459410812732,0.4601694031710674,"[[""You"", ""PRP""], [""n't"", ""RB""], [""defeat"", ""VB""], [""terrorist"", ""JJ""], [""network"", ""NN""], [""operates"", ""VBZ""], [""eighty"", ""JJ""], [""countries"", ""NNS""], [""occupying"", ""VBG""], [""Iraq"", ""NNP""], [""."", "".""]]"
268,You don't protect Israel and deter Iran just by talking tough in Washington.,doc2.txt,135,pos,0.335420245773056,0.664579754226944,0.2197090265300058,"[[""You"", ""PRP""], [""n't"", ""RB""], [""protect"", ""VB""], [""Israel"", ""NNP""], [""deter"", ""NN""], [""Iran"", ""NNP""], [""talking"", ""VBG""], [""tough"", ""JJ""], [""Washington"", ""NNP""], [""."", "".""]]"
269,You can't truly stand up for Georgia when you've strained our oldest alliances.,doc2.txt,136,neg,0.549625359390693,0.450374640609307,0.3273173265047125,"[[""You"", ""PRP""], [""ca"", ""MD""], [""n't"", ""RB""], [""truly"", ""VB""], [""stand"", ""VB""], [""Georgia"", ""NNP""], [""'ve"", ""VBP""], [""strained"", ""VBN""], [""oldest"", ""JJS""], [""alliances"", ""NNS""], [""."", "".""]]"
270,"If John McCain wants to follow George Bush with more tough talk and bad strategy, that is his choice - but it is not the change we need.",doc2.txt,137,neutral,0.4866133474381967,0.5133866525618033,0.6847712033562988,"[[""If"", ""IN""], [""John"", ""NNP""], [""McCain"", ""NNP""], [""wants"", ""VBZ""], [""follow"", ""VB""], [""George"", ""NNP""], [""Bush"", ""NNP""], [""tough"", ""JJ""], [""talk"", ""NN""], [""bad"", ""JJ""], [""strategy"", ""NN""], ["","", "",""], [""choice"", ""NN""], [""-"", "":""], [""change"", ""NN""], [""need"", ""NN""], [""."", "".""]]"
271,We are the party of Roosevelt.,doc2.txt,138,neutral,0.5059351359491047,0.4940648640508954,0.6297965545259016,"[[""We"", ""PRP""], [""party"", ""NN""], [""Roosevelt"", ""NNP""], [""."", "".""]]"
272,We are the party of Kennedy.,doc2.txt,139,neutral,0.4787575736840454,0.5212424263159546,0.6297965545259016,"[[""We"", ""PRP""], [""party"", ""NN""], [""Kennedy"", ""NNP""], [""."", "".""]]"
273,So don't tell me that Democrats won't defend this country.,doc2.txt,140,neg,0.6448808701415906,0.35511912985840943,0.2769531380565272,"[[""So"", ""RB""], [""n't"", ""RB""], [""tell"", ""VB""], [""Democrats"", ""NNPS""], [""wo"", ""MD""], [""n't"", ""RB""], [""defend"", ""VB""], [""country"", ""NN""], [""."", "".""]]"
274,Don't tell me that Democrats won't keep us safe.,doc2.txt,141,neg,0.5433259691238356,0.4566740308761644,0.21998867173081024,"[[""Do"", ""VBP""], [""n't"", ""RB""], [""tell"", ""VB""], [""Democrats"", ""NNPS""], [""wo"", ""MD""], [""n't"", ""RB""], [""keep"", ""VB""], [""us"", ""PRP""], [""safe"", ""JJ""], [""."", "".""]]"
275,"The Bush-McCain foreign policy has squandered the legacy that generations of Americans -- Democrats and Republicans - have built, and we are here to restore that legacy.",doc2.txt,142,pos,0.3238617203200078,0.6761382796799922,0.3606361151662294,"[[""The"", ""DT""], [""Bush-McCain"", ""NNP""], [""foreign"", ""JJ""], [""policy"", ""NN""], [""squandered"", ""VBD""], [""legacy"", ""JJ""], [""generations"", ""NNS""], [""Americans"", ""NNPS""], [""--"", "":""], [""Democrats"", ""NNPS""], [""Republicans"", ""NNPS""], [""-"", "":""], [""built"", ""NN""], ["","", "",""], [""restore"", ""NN""], [""legacy"", ""NN""], [""."", "".""]]"
276,"As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.",doc2.txt,143,neutral,0.4537052190812815,0.5462947809187185,0.7584356427383027,"[[""As"", ""IN""], [""Commander-in-Chief"", ""NNP""], ["","", "",""], [""I"", ""PRP""], [""never"", ""RB""], [""hesitate"", ""VBP""], [""defend"", ""JJ""], [""nation"", ""NN""], ["","", "",""], [""I"", ""PRP""], [""send"", ""VBP""], [""troops"", ""JJ""], [""harm"", ""NN""], [""'s"", ""POS""], [""way"", ""NN""], [""clear"", ""JJ""], [""mission"", ""NN""], [""sacred"", ""VBD""], [""commitment"", ""JJ""], [""give"", ""JJ""], [""equipment"", ""NN""], [""need"", ""NN""], [""battle"", ""NN""], [""care"", ""NN""], [""benefits"", ""NNS""], [""deserve"", ""VBP""], [""come"", ""VBN""], [""home"", ""NN""], [""."", "".""]]"
277,"I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.",doc2.txt,144,neutral,0.4127720762640674,0.5872279237359326,0.8560719528785613,"[[""I"", ""PRP""], [""end"", ""VBP""], [""war"", ""NN""], [""Iraq"", ""NNP""], [""responsibly"", ""RB""], ["","", "",""], [""finish"", ""JJ""], [""fight"", ""NN""], [""al"", ""NN""], [""Qaeda"", ""NNP""], [""Taliban"", ""NNP""], [""Afghanistan"", ""NNP""], [""."", "".""]]"
278,I will rebuild our military to meet future conflicts.,doc2.txt,145,neutral,0.4285565308346872,0.5714434691653129,0.7764565709292258,"[[""I"", ""PRP""], [""rebuild"", ""VBP""], [""military"", ""JJ""], [""meet"", ""NN""], [""future"", ""JJ""], [""conflicts"", ""NNS""], [""."", "".""]]"
279,"But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression.",doc2.txt,146,neutral,0.28845574291870096,0.7115442570812991,0.6379544147955108,"[[""But"", ""CC""], [""I"", ""PRP""], [""also"", ""RB""], [""renew"", ""VBD""], [""tough"", ""JJ""], ["","", "",""], [""direct"", ""JJ""], [""diplomacy"", ""NN""], [""prevent"", ""NN""], [""Iran"", ""NNP""], [""obtaining"", ""VBG""], [""nuclear"", ""JJ""], [""weapons"", ""NNS""], [""curb"", ""NN""], [""Russian"", ""JJ""], [""aggression"", ""NN""], [""."", "".""]]"
280,I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.,doc2.txt,147,neutral,0.2848819096267161,0.7151180903732839,0.6892485197637787,"[[""I"", ""PRP""], [""build"", ""VBP""], [""new"", ""JJ""], [""partnerships"", ""NNS""], [""defeat"", ""VBP""], [""threats"", ""NNS""], [""21st"", ""JJ""], [""century"", ""NN""], ["":"", "":""], [""terrorism"", ""NN""], [""nuclear"", ""JJ""], [""proliferation"", ""NN""], ["";"", "":""], [""poverty"", ""NN""], [""genocide"", ""NN""], ["";"", "":""], [""climate"", ""NN""], [""change"", ""NN""], [""disease"", ""NN""], [""."", "".""]]"
281,"And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.",doc2.txt,148,neutral,0.2151387616541316,0.7848612383458684,0.7477712545185478,"[[""And"", ""CC""], [""I"", ""PRP""], [""restore"", ""VBP""], [""moral"", ""JJ""], [""standing"", ""NN""], ["","", "",""], [""America"", ""NNP""], [""last"", ""JJ""], ["","", "",""], [""best"", ""JJS""], [""hope"", ""NN""], [""called"", ""VBN""], [""cause"", ""NN""], [""freedom"", ""NN""], ["","", "",""], [""long"", ""JJ""], [""lives"", ""NNS""], [""peace"", ""NN""], ["","", "",""], [""yearn"", ""VBP""], [""better"", ""JJR""], [""future"", ""NN""], [""."", "".""]]"
282,These are the policies I will pursue.,doc2.txt,149,neutral,0.4435596079247636,0.5564403920752364,0.5280898013357417,"[[""These"", ""DT""], [""policies"", ""NNS""], [""I"", ""PRP""], [""pursue"", ""VBP""], [""."", "".""]]"
283,"And in the weeks ahead, I look forward to debating them with John McCain.",doc2.txt,150,neutral,0.3701207960305436,0.6298792039694564,0.8349438284376633,"[[""And"", ""CC""], [""weeks"", ""NNS""], [""ahead"", ""RB""], ["","", "",""], [""I"", ""PRP""], [""look"", ""VBP""], [""forward"", ""RB""], [""debating"", ""VBG""], [""John"", ""NNP""], [""McCain"", ""NNP""], [""."", "".""]]"
284,But what I will not do is suggest that the Senator takes his positions for political purposes.,doc2.txt,151,neutral,0.5393629571006856,0.4606370428993144,0.6733811752966047,"[[""But"", ""CC""], [""I"", ""PRP""], [""suggest"", ""VBP""], [""Senator"", ""NNP""], [""takes"", ""VBZ""], [""positions"", ""NNS""], [""political"", ""JJ""], [""purposes"", ""NNS""], [""."", "".""]]"
285,Because one of the things that we have to change in our politics is the idea that people cannot disagree without challenging each other's character and patriotism.,doc2.txt,152,pos,0.2785101354815449,0.7214898645184551,0.16557634533125776,"[[""Because"", ""IN""], [""one"", ""CD""], [""things"", ""NNS""], [""change"", ""VBP""], [""politics"", ""NNS""], [""idea"", ""NN""], [""people"", ""NNS""], [""disagree"", ""VBP""], [""without"", ""IN""], [""challenging"", ""VBG""], [""'s"", ""POS""], [""character"", ""NN""], [""patriotism"", ""NN""], [""."", "".""]]"
286,"The times are too serious, the stakes are too high for this same partisan playbook.",doc2.txt,153,neg,0.5602831829226564,0.4397168170773436,0.3539344609458968,"[[""The"", ""DT""], [""times"", ""NNS""], [""serious"", ""JJ""], ["","", "",""], [""stakes"", ""NNS""], [""high"", ""JJ""], [""partisan"", ""JJ""], [""playbook"", ""NN""], [""."", "".""]]"
287,So let us agree that patriotism has no party.,doc2.txt,154,neutral,0.6410339808363215,0.3589660191636785,0.5572434847001428,"[[""So"", ""RB""], [""let"", ""VB""], [""us"", ""PRP""], [""agree"", ""VB""], [""patriotism"", ""NN""], [""party"", ""NN""], [""."", "".""]]"
288,"I love this country, and so do you, and so does John McCain.",doc2.txt,155,pos,0.3518904369549464,0.6481095630450536,0.15711594148389804,"[[""I"", ""PRP""], [""love"", ""VBP""], [""country"", ""NN""], ["","", "",""], ["","", "",""], [""John"", ""NNP""], [""McCain"", ""NNP""], [""."", "".""]]"
289,"The men and women who serve in our battlefields may be Democrats and Republicans and Independents, but they have fought together and bled together and some died together under the same proud flag.",doc2.txt,156,neutral,0.26420151004575554,0.7357984899542445,0.8059121504441072,"[[""The"", ""DT""], [""men"", ""NNS""], [""women"", ""NNS""], [""serve"", ""VBP""], [""battlefields"", ""NNS""], [""may"", ""MD""], [""Democrats"", ""NNPS""], [""Republicans"", ""NNPS""], [""Independents"", ""NNPS""], ["","", "",""], [""fought"", ""VBN""], [""together"", ""RB""], [""bled"", ""VBN""], [""together"", ""RB""], [""died"", ""VBN""], [""together"", ""RB""], [""proud"", ""JJ""], [""flag"", ""NN""], [""."", "".""]]"
290,They have not served a Red America or a Blue America - they have served the United States of America.,doc2.txt,157,neutral,0.4040022432047688,0.5959977567952313,0.9712236454680251,"[[""They"", ""PRP""], [""served"", ""VBD""], [""Red"", ""NNP""], [""America"", ""NNP""], [""Blue"", ""NNP""], [""America"", ""NNP""], [""-"", "":""], [""served"", ""VBD""], [""United"", ""NNP""], [""States"", ""NNPS""], [""America"", ""NNP""], [""."", "".""]]"
291,"So I've got news for you, John McCain.",doc2.txt,158,neg,0.6620481376488639,0.3379518623511361,0.37120634561219307,"[[""So"", ""RB""], [""I"", ""PRP""], [""'ve"", ""VBP""], [""got"", ""VBN""], [""news"", ""NN""], ["","", "",""], [""John"", ""NNP""], [""McCain"", ""NNP""], [""."", "".""]]"
292,We all put our country first.,doc2.txt,159,neutral,0.303112313440161,0.6968876865598389,0.6320678022583336,"[[""We"", ""PRP""], [""put"", ""VBD""], [""country"", ""NN""], [""first"", ""RB""], [""."", "".""]]"
293,"America, our work will not be easy.",doc2.txt,160,pos,0.3730748723362002,0.6269251276637998,0.1522617794483813,"[[""America"", ""NNP""], ["","", "",""], [""work"", ""NN""], [""easy"", ""RB""], [""."", "".""]]"
294,"The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.",doc2.txt,161,pos,0.4310318165611984,0.5689681834388016,0.20889490811159495,"[[""The"", ""DT""], [""challenges"", ""NNS""], [""face"", ""VBP""], [""require"", ""VBP""], [""tough"", ""JJ""], [""choices"", ""NNS""], ["","", "",""], [""Democrats"", ""NNPS""], [""well"", ""RB""], [""Republicans"", ""NNPS""], [""need"", ""VBP""], [""cast"", ""VBN""], [""worn-out"", ""JJ""], [""ideas"", ""NNS""], [""politics"", ""NNS""], [""past"", ""JJ""], [""."", "".""]]"
295,For part of what has been lost these past eight years can't just be measured by lost wages or bigger trade deficits.,doc2.txt,162,neutral,0.5456336601310088,0.4543663398689913,0.5025413795002353,"[[""For"", ""IN""], [""part"", ""NN""], [""lost"", ""VBN""], [""past"", ""JJ""], [""eight"", ""CD""], [""years"", ""NNS""], [""ca"", ""MD""], [""n't"", ""RB""], [""measured"", ""VB""], [""lost"", ""VBN""], [""wages"", ""NNS""], [""bigger"", ""JJR""], [""trade"", ""NN""], [""deficits"", ""NNS""], [""."", "".""]]"
296,What has also been lost is our sense of common purpose - our sense of higher purpose.,doc2.txt,163,neutral,0.4689243139467553,0.5310756860532447,0.5417862548939886,"[[""What"", ""WP""], [""also"", ""RB""], [""lost"", ""VBD""], [""sense"", ""NN""], [""common"", ""JJ""], [""purpose"", ""NN""], [""-"", "":""], [""sense"", ""NN""], [""higher"", ""JJR""], [""purpose"", ""NN""], [""."", "".""]]"
297,And that's what we have to restore.,doc2.txt,164,pos,0.34573507554337923,0.6542649244566208,0.413943191253677,"[[""And"", ""CC""], [""'s"", ""POS""], [""restore"", ""NN""], [""."", "".""]]"
298,"We may not agree on abortion, but surely we can agree on reducing the number of unwanted pregnancies in this country.",doc2.txt,165,pos,0.342785143441259,0.657214856558741,0.4310467053008453,"[[""We"", ""PRP""], [""may"", ""MD""], [""agree"", ""VB""], [""abortion"", ""NN""], ["","", "",""], [""surely"", ""RB""], [""agree"", ""JJ""], [""reducing"", ""VBG""], [""number"", ""NN""], [""unwanted"", ""JJ""], [""pregnancies"", ""NNS""], [""country"", ""NN""], [""."", "".""]]"
299,"The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.",doc2.txt,166,neutral,0.6820547613038932,0.3179452386961068,0.6343631319375709,"[[""The"", ""DT""], [""reality"", ""NN""], [""gun"", ""NN""], [""ownership"", ""NN""], [""may"", ""MD""], [""different"", ""JJ""], [""hunters"", ""NNS""], [""rural"", ""JJ""], [""Ohio"", ""NNP""], [""plagued"", ""VBD""], [""gang-violence"", ""NN""], [""Cleveland"", ""NNP""], ["","", "",""], [""n't"", ""RB""], [""tell"", ""VB""], [""ca"", ""MD""], [""n't"", ""RB""], [""uphold"", ""VB""], [""Second"", ""NNP""], [""Amendment"", ""NNP""], [""keeping"", ""VBG""], [""AK-47s"", ""NNP""], [""hands"", ""NNS""], [""criminals"", ""NNS""], [""."", "".""]]"
300,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.",doc2.txt,167,neutral,0.2488586628310364,0.7511413371689636,0.7862692094600844,"[[""I"", ""PRP""], [""know"", ""VBP""], [""differences"", ""NNS""], [""same-sex"", ""JJ""], [""marriage"", ""NN""], ["","", "",""], [""surely"", ""RB""], [""agree"", ""JJ""], [""gay"", ""NN""], [""lesbian"", ""JJ""], [""brothers"", ""NNS""], [""sisters"", ""NNS""], [""deserve"", ""VBP""], [""visit"", ""IN""], [""person"", ""NN""], [""love"", ""VBP""], [""hospital"", ""NN""], [""live"", ""JJ""], [""lives"", ""NNS""], [""free"", ""JJ""], [""discrimination"", ""NN""], [""."", "".""]]"
301,"Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.",doc2.txt,168,neutral,0.3832713433413997,0.6167286566586003,0.8008982963776227,"[[""Passions"", ""NNS""], [""fly"", ""VBP""], [""immigration"", ""NN""], ["","", "",""], [""I"", ""PRP""], [""n't"", ""RB""], [""know"", ""VB""], [""anyone"", ""NN""], [""benefits"", ""NNS""], [""mother"", ""RB""], [""separated"", ""VBD""], [""infant"", ""JJ""], [""child"", ""NN""], [""employer"", ""NN""], [""undercuts"", ""JJ""], [""American"", ""JJ""], [""wages"", ""NNS""], [""hiring"", ""VBG""], [""illegal"", ""JJ""], [""workers"", ""NNS""], [""."", "".""]]"
302,This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.,doc2.txt,169,pos,0.32833967461905045,0.6716603253809496,0.35827270788002386,"[[""This"", ""DT""], [""part"", ""NN""], [""America"", ""NNP""], [""'s"", ""POS""], [""promise"", ""NN""], [""-"", "":""], [""promise"", ""NN""], [""democracy"", ""NN""], [""find"", ""VBP""], [""strength"", ""NN""], [""grace"", ""NN""], [""bridge"", ""NN""], [""divides"", ""VBZ""], [""unite"", ""JJ""], [""common"", ""JJ""], [""effort"", ""NN""], [""."", "".""]]"
303,I know there are those who dismiss such beliefs as happy talk.,doc2.txt,170,pos,0.2412303138747389,0.7587696861252611,0.1129778206952269,"[[""I"", ""PRP""], [""know"", ""VBP""], [""dismiss"", ""JJ""], [""beliefs"", ""NNS""], [""happy"", ""JJ""], [""talk"", ""NN""], [""."", "".""]]"
304,"They claim that our insistence on something larger, something firmer and more honest in our public life is just a Trojan Horse for higher taxes and the abandonment of traditional values.",doc2.txt,171,neutral,0.4215388998941516,0.5784611001058484,0.7784846106057907,"[[""They"", ""PRP""], [""claim"", ""VBP""], [""insistence"", ""NN""], [""something"", ""NN""], [""larger"", ""JJR""], ["","", "",""], [""something"", ""NN""], [""firmer"", ""JJ""], [""honest"", ""JJS""], [""public"", ""JJ""], [""life"", ""NN""], [""Trojan"", ""NNP""], [""Horse"", ""NNP""], [""higher"", ""JJR""], [""taxes"", ""NNS""], [""abandonment"", ""JJ""], [""traditional"", ""JJ""], [""values"", ""NNS""], [""."", "".""]]"
305,And that's to be expected.,doc2.txt,172,pos,0.4434516340215819,0.5565483659784181,0.3320198966180498,"[[""And"", ""CC""], [""'s"", ""POS""], [""expected"", ""VBN""], [""."", "".""]]"
306,"Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.",doc2.txt,173,neg,0.6303901721405698,0.3696098278594303,0.18819783788526495,"[[""Because"", ""IN""], [""n't"", ""RB""], [""fresh"", ""JJ""], [""ideas"", ""NNS""], ["","", "",""], [""use"", ""VBP""], [""stale"", ""JJ""], [""tactics"", ""NNS""], [""scare"", ""JJ""], [""voters"", ""NNS""], [""."", "".""]]"
307,"If you don't have a record to run on, then you paint your opponent as someone people should run from.",doc2.txt,174,neg,0.6121264090890602,0.38787359091093976,0.3794257565650792,"[[""If"", ""IN""], [""n't"", ""RB""], [""record"", ""NN""], [""run"", ""VB""], ["","", "",""], [""paint"", ""VB""], [""opponent"", ""JJ""], [""someone"", ""NN""], [""people"", ""NNS""], [""run"", ""VBP""], [""."", "".""]]"
308,You make a big election about small things.,doc2.txt,175,pos,0.4328605928407787,0.5671394071592213,0.2799678490267385,"[[""You"", ""PRP""], [""make"", ""VBP""], [""big"", ""JJ""], [""election"", ""NN""], [""small"", ""JJ""], [""things"", ""NNS""], [""."", "".""]]"
309,And you know what - it's worked before.,doc2.txt,176,pos,0.4032683103233755,0.5967316896766245,0.3754875194824257,"[[""And"", ""CC""], [""know"", ""VB""], [""-"", "":""], [""'s"", ""POS""], [""worked"", ""VBN""], [""."", "".""]]"
310,Because it feeds into the cynicism we all have about government.,doc2.txt,177,pos,0.3678737584381181,0.6321262415618819,0.3995956750302688,"[[""Because"", ""IN""], [""feeds"", ""NNS""], [""cynicism"", ""JJ""], [""government"", ""NN""], [""."", "".""]]"
311,"When Washington doesn't work, all its promises seem empty.",doc2.txt,178,neg,0.7887785935339902,0.2112214064660098,0.18436065307077426,"[[""When"", ""WRB""], [""Washington"", ""NNP""], [""n't"", ""RB""], [""work"", ""NN""], ["","", "",""], [""promises"", ""VBZ""], [""seem"", ""VBP""], [""empty"", ""JJ""], [""."", "".""]]"
312,"If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.",doc2.txt,179,pos,0.4644838231639276,0.5355161768360724,0.4306506928630862,"[[""If"", ""IN""], [""hopes"", ""NNS""], [""dashed"", ""VBD""], ["","", "",""], [""'s"", ""POS""], [""best"", ""JJS""], [""stop"", ""NN""], [""hoping"", ""NN""], ["","", "",""], [""settle"", ""VB""], [""already"", ""RB""], [""know"", ""VB""], [""."", "".""]]"
313,I get it.,doc2.txt,180,neg,0.6204582422409661,0.37954175775903387,0.3570087184124427,"[[""I"", ""PRP""], [""get"", ""VBP""], [""."", "".""]]"
314,I realize that I am not the likeliest candidate for this office.,doc2.txt,181,neg,0.6085242325001561,0.391475767499844,0.42826376302127095,"[[""I"", ""PRP""], [""realize"", ""VBP""], [""I"", ""PRP""], [""likeliest"", ""JJS""], [""candidate"", ""NN""], [""office"", ""NN""], [""."", "".""]]"
315,"I don't fit the typical pedigree, and I haven't spent my career in the halls of Washington.",doc2.txt,182,neg,0.7206272729664736,0.2793727270335265,0.18526971302202466,"[[""I"", ""PRP""], [""n't"", ""RB""], [""fit"", ""VBD""], [""typical"", ""JJ""], [""pedigree"", ""NN""], ["","", "",""], [""I"", ""PRP""], [""n't"", ""RB""], [""spent"", ""VBD""], [""career"", ""NN""], [""halls"", ""NNS""], [""Washington"", ""NNP""], [""."", "".""]]"
316,But I stand before you tonight because all across America something is stirring.,doc2.txt,183,neg,0.5191738522762004,0.4808261477237996,0.34964821978976673,"[[""But"", ""CC""], [""I"", ""PRP""], [""stand"", ""VBP""], [""tonight"", ""JJ""], [""across"", ""IN""], [""America"", ""NNP""], [""something"", ""NN""], [""stirring"", ""NN""], [""."", "".""]]"
317,What the nay-sayers don't understand is that this election has never been about me.,doc2.txt,184,neg,0.6489387568020902,0.35106124319790977,0.3390947890652038,"[[""What"", ""WP""], [""nay-sayers"", ""VBZ""], [""n't"", ""RB""], [""understand"", ""JJ""], [""election"", ""NN""], [""never"", ""RB""], [""."", "".""]]"
318,It's been about you.,doc2.txt,185,pos,0.4451804658300337,0.5548195341699663,0.34240335565751284,"[[""It"", ""PRP""], [""'s"", ""VBZ""], [""."", "".""]]"
319,"For eighteen long months, you have stood up, one by one, and said enough to the politics of the past.",doc2.txt,186,neutral,0.5905121486357696,0.4094878513642303,0.5065630927385492,"[[""For"", ""IN""], [""eighteen"", ""JJ""], [""long"", ""JJ""], [""months"", ""NNS""], ["","", "",""], [""stood"", ""VBD""], ["","", "",""], [""one"", ""CD""], [""one"", ""CD""], ["","", "",""], [""said"", ""VBD""], [""enough"", ""JJ""], [""politics"", ""NNS""], [""past"", ""IN""], [""."", "".""]]"
320,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.",doc2.txt,187,neutral,0.27759497309665904,0.722405026903341,0.5370486039157488,"[[""You"", ""PRP""], [""understand"", ""VBP""], [""election"", ""NN""], ["","", "",""], [""greatest"", ""JJS""], [""risk"", ""NN""], [""take"", ""NN""], [""try"", ""NN""], [""old"", ""JJ""], [""politics"", ""NNS""], [""old"", ""JJ""], [""players"", ""NNS""], [""expect"", ""VBP""], [""different"", ""JJ""], [""result"", ""NN""], [""."", "".""]]"
321,"You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.",doc2.txt,188,pos,0.4591124904757017,0.5408875095242983,0.3351835173161874,"[[""You"", ""PRP""], [""shown"", ""VBN""], [""history"", ""NN""], [""teaches"", ""NNS""], [""us"", ""PRP""], [""-"", "":""], [""defining"", ""VBG""], [""moments"", ""NNS""], [""like"", ""IN""], [""one"", ""CD""], ["","", "",""], [""change"", ""NN""], [""need"", ""VBP""], [""n't"", ""RB""], [""come"", ""VBN""], [""Washington"", ""NNP""], [""."", "".""]]"
322,Change comes to Washington.,doc2.txt,189,neutral,0.3975484827064537,0.6024515172935463,0.7548769569418127,"[[""Change"", ""NN""], [""comes"", ""VBZ""], [""Washington"", ""NNP""], [""."", "".""]]"
323,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time.",doc2.txt,190,neutral,0.2884578440980383,0.7115421559019617,0.8379153019110656,"[[""Change"", ""NN""], [""happens"", ""VBZ""], [""American"", ""JJ""], [""people"", ""NNS""], [""demand"", ""VBP""], [""-"", "":""], [""rise"", ""NN""], [""insist"", ""VBP""], [""new"", ""JJ""], [""ideas"", ""NNS""], [""new"", ""JJ""], [""leadership"", ""NN""], ["","", "",""], [""new"", ""JJ""], [""politics"", ""NNS""], [""new"", ""JJ""], [""time"", ""NN""], [""."", "".""]]"
324,"America, this is one of those moments.",doc2.txt,191,pos,0.34840895114102555,0.6515910488589745,0.3478723484480777,"[[""America"", ""NNP""], ["","", "",""], [""one"", ""CD""], [""moments"", ""NNS""], [""."", "".""]]"
325,"I believe that as hard as it will be, the change we need is coming.",doc2.txt,192,pos,0.3575118463376545,0.6424881536623455,0.15517137005729,"[[""I"", ""PRP""], [""believe"", ""VBP""], [""hard"", ""JJ""], ["","", "",""], [""change"", ""VBP""], [""need"", ""VBP""], [""coming"", ""VBG""], [""."", "".""]]"
