id,sentence,file_name,location,label,negative,positive,neutral
240,"I'll recruit an army of new teachers, and pay them higher salaries and give them more support.",doc2.txt,107,pos,0.3775062998506056,0.6224937001493944,0.28704151363924363
241,"And in exchange, I'll ask for higher standards and more accountability.",doc2.txt,108,pos,0.29481618712824775,0.7051838128717522,0.28015465070421647
242,"And we will keep our promise to every young American - if you commit to serving your community or your country, we will make sure you can afford a college education.",doc2.txt,109,pos,0.35452377692644343,0.6454762230735566,0.3302036935893928
243,"Now is the time to finally keep the promise of affordable, accessible health care for every single American.",doc2.txt,110,neutral,0.5081264222810898,0.49187357771891016,0.6504345791561444
244,"If you have health care, my plan will lower your premiums.",doc2.txt,111,neg,0.5268307180168241,0.47316928198317587,0.34864770236850084
245,"If you don't, you'll be able to get the same kind of coverage that members of Congress give themselves.",doc2.txt,112,pos,0.28918395075933834,0.7108160492406617,0.15370619315450798
246,"And as someone who watched my mother argue with insurance companies while she lay in bed dying of cancer, I will make certain those companies stop discriminating against those who are sick and need care the most.",doc2.txt,113,neutral,0.5428046814714357,0.4571953185285643,0.5358710464872796
247,"Now is the time to help families with paid sick days and better family leave, because nobody in America should have to choose between keeping their jobs and caring for a sick child or ailing parent.",doc2.txt,114,neutral,0.5066826181972265,0.4933173818027735,0.7515876700289604
248,"Now is the time to change our bankruptcy laws, so that your pensions are protected ahead of CEO bonuses; and the time to protect Social Security for future generations.",doc2.txt,115,neutral,0.4803386741354404,0.5196613258645596,0.8862277696943209
249,"And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.",doc2.txt,116,neg,0.6557724148195386,0.34422758518046137,0.3226806866049074
250,"Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow.",doc2.txt,117,neg,0.6708884316350241,0.32911156836497585,0.36008572353230134
251,"But I will also go through the federal budget, line by line, eliminating programs that no longer work and making the ones we do need work better and cost less - because we cannot meet twenty-first century challenges with a twentieth century bureaucracy.",doc2.txt,118,pos,0.4820655302235467,0.5179344697764533,0.2664645419720569
252,"And Democrats, we must also admit that fulfilling America's promise will require more than just money.",doc2.txt,119,pos,0.37018471670888986,0.6298152832911101,0.29829703397202967
253,"It will require a renewed sense of responsibility from each of us to recover what John F. Kennedy called our ""intellectual and moral strength.""",doc2.txt,120,neutral,0.20089750878962764,0.7991024912103724,0.73434401795382
254,"Yes, government must lead on energy independence, but each of us must do our part to make our homes and businesses more efficient.",doc2.txt,121,neutral,0.3051184654622736,0.6948815345377264,0.6567277956189242
255,"Yes, we must provide more ladders to success for young men who fall into lives of crime and despair.",doc2.txt,122,neutral,0.22893549276097958,0.7710645072390204,0.8349501835084508
256,But we must also admit that programs alone can't replace parents; that government can't turn off the television and make a child do her homework; that fathers must take more responsibility for providing the love and guidance their children need.,doc2.txt,123,neg,0.6772748795337221,0.3227251204662779,0.4049635305538461
257,Individual responsibility and mutual responsibility - that's the essence of America's promise.,doc2.txt,124,pos,0.2955005088768977,0.7044994911231023,0.246729788205699
258,"And just as we keep our keep our promise to the next generation here at home, so must we keep America's promise abroad.",doc2.txt,125,neutral,0.3871097468020581,0.6128902531979419,0.5174931152629977
259,"If John McCain wants to have a debate about who has the temperament, and judgment, to serve as the next Commander-in-Chief, that's a debate I'm ready to have.",doc2.txt,126,neg,0.5686663555457772,0.4313336444542228,0.4018979004578432
260,"For while Senator McCain was turning his sights to Iraq just days after 9/11, I stood up and opposed this war, knowing that it would distract us from the real threats we face.",doc2.txt,127,neutral,0.3714836455709811,0.6285163544290189,0.733477170784108
261,"When John McCain said we could just ""muddle through"" in Afghanistan, I argued for more resources and more troops to finish the fight against the terrorists who actually attacked us on 9/11, and made clear that we must take out Osama bin Laden and his lieutenants if we have them in our sights.",doc2.txt,128,neutral,0.4091905155865254,0.5908094844134746,0.7959801119560522
262,John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.,doc2.txt,129,neutral,0.5638307483645337,0.43616925163546627,0.9100427505529837
263,"And today, as my call for a time frame to remove our troops from Iraq has been echoed by the Iraqi government and even the Bush Administration, even after we learned that Iraq has a $79 billion surplus while we're wallowing in deficits, John McCain stands alone in his stubborn refusal to end a misguided war.",doc2.txt,130,neutral,0.38032216219533654,0.6196778378046635,0.9936654437082794
264,That's not the judgment we need.,doc2.txt,131,neg,0.6019914051071702,0.39800859489282986,0.34490931884669807
265,That won't keep America safe.,doc2.txt,132,pos,0.42559705593957053,0.5744029440604295,0.34587097455455806
266,"We need a President who can face the threats of the future, not keep grasping at the ideas of the past.",doc2.txt,133,neutral,0.3311352790778671,0.6688647209221329,0.7705425655837285
267,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.,doc2.txt,134,neg,0.5367540589187269,0.46324594108127315,0.46016940317106747
268,You don't protect Israel and deter Iran just by talking tough in Washington.,doc2.txt,135,pos,0.33542024577305596,0.664579754226944,0.2197090265300058
269,You can't truly stand up for Georgia when you've strained our oldest alliances.,doc2.txt,136,neg,0.549625359390693,0.45037464060930704,0.3273173265047125
270,"If John McCain wants to follow George Bush with more tough talk and bad strategy, that is his choice - but it is not the change we need.",doc2.txt,137,neutral,0.48661334743819673,0.5133866525618033,0.6847712033562988
271,We are the party of Roosevelt.,doc2.txt,138,neutral,0.5059351359491047,0.49406486405089534,0.6297965545259016
272,We are the party of Kennedy.,doc2.txt,139,neutral,0.47875757368404537,0.5212424263159546,0.6297965545259016
273,So don't tell me that Democrats won't defend this country.,doc2.txt,140,neg,0.6448808701415906,0.35511912985840943,0.27695313805652716
274,Don't tell me that Democrats won't keep us safe.,doc2.txt,141,neg,0.5433259691238356,0.4566740308761644,0.21998867173081024
275,"The Bush-McCain foreign policy has squandered the legacy that generations of Americans -- Democrats and Republicans - have built, and we are here to restore that legacy.",doc2.txt,142,pos,0.3238617203200078,0.6761382796799922,0.3606361151662294
276,"As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.",doc2.txt,143,neutral,0.4537052190812815,0.5462947809187185,0.7584356427383027
277,"I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.",doc2.txt,144,neutral,0.4127720762640674,0.5872279237359326,0.8560719528785613
278,I will rebuild our military to meet future conflicts.,doc2.txt,145,neutral,0.42855653083468714,0.5714434691653129,0.7764565709292258
279,"But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression.",doc2.txt,146,neutral,0.288455742918701,0.711544257081299,0.6379544147955108
280,I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.,doc2.txt,147,neutral,0.2848819096267161,0.7151180903732839,0.6892485197637787
281,"And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.",doc2.txt,148,neutral,0.2151387616541316,0.7848612383458684,0.7477712545185478
282,These are the policies I will pursue.,doc2.txt,149,neutral,0.44355960792476357,0.5564403920752364,0.5280898013357417
283,"And in the weeks ahead, I look forward to debating them with John McCain.",doc2.txt,150,neutral,0.3701207960305436,0.6298792039694564,0.8349438284376633
284,But what I will not do is suggest that the Senator takes his positions for political purposes.,doc2.txt,151,neutral,0.5393629571006856,0.4606370428993144,0.6733811752966047
285,Because one of the things that we have to change in our politics is the idea that people cannot disagree without challenging each other's character and patriotism.,doc2.txt,152,pos,0.2785101354815449,0.7214898645184551,0.16557634533125776
286,"The times are too serious, the stakes are too high for this same partisan playbook.",doc2.txt,153,neg,0.5602831829226564,0.43971681707734356,0.35393446094589676
287,So let us agree that patriotism has no party.,doc2.txt,154,neutral,0.6410339808363215,0.35896601916367854,0.5572434847001428
288,"I love this country, and so do you, and so does John McCain.",doc2.txt,155,pos,0.3518904369549464,0.6481095630450536,0.15711594148389804
289,"The men and women who serve in our battlefields may be Democrats and Republicans and Independents, but they have fought together and bled together and some died together under the same proud flag.",doc2.txt,156,neutral,0.26420151004575554,0.7357984899542445,0.8059121504441072
290,They have not served a Red America or a Blue America - they have served the United States of America.,doc2.txt,157,neutral,0.40400224320476874,0.5959977567952313,0.971223645468025
291,"So I've got news for you, John McCain.",doc2.txt,158,neg,0.6620481376488639,0.33795186235113606,0.37120634561219307
292,We all put our country first.,doc2.txt,159,neutral,0.303112313440161,0.696887686559839,0.6320678022583336
293,"America, our work will not be easy.",doc2.txt,160,pos,0.3730748723362002,0.6269251276637998,0.1522617794483813
294,"The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.",doc2.txt,161,pos,0.4310318165611984,0.5689681834388016,0.20889490811159497
295,For part of what has been lost these past eight years can't just be measured by lost wages or bigger trade deficits.,doc2.txt,162,neutral,0.5456336601310088,0.4543663398689913,0.5025413795002353
296,What has also been lost is our sense of common purpose - our sense of higher purpose.,doc2.txt,163,neutral,0.46892431394675527,0.5310756860532447,0.5417862548939886
297,And that's what we have to restore.,doc2.txt,164,pos,0.34573507554337923,0.6542649244566208,0.413943191253677
298,"We may not agree on abortion, but surely we can agree on reducing the number of unwanted pregnancies in this country.",doc2.txt,165,pos,0.342785143441259,0.657214856558741,0.43104670530084527
299,"The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.",doc2.txt,166,neutral,0.6820547613038932,0.3179452386961068,0.6343631319375709
300,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.",doc2.txt,167,neutral,0.24885866283103641,0.7511413371689636,0.7862692094600844
301,"Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.",doc2.txt,168,neutral,0.3832713433413997,0.6167286566586003,0.8008982963776227
302,This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.,doc2.txt,169,pos,0.32833967461905045,0.6716603253809496,0.35827270788002386
303,I know there are those who dismiss such beliefs as happy talk.,doc2.txt,170,pos,0.24123031387473892,0.7587696861252611,0.1129778206952269
304,"They claim that our insistence on something larger, something firmer and more honest in our public life is just a Trojan Horse for higher taxes and the abandonment of traditional values.",doc2.txt,171,neutral,0.4215388998941516,0.5784611001058484,0.7784846106057907
305,And that's to be expected.,doc2.txt,172,pos,0.44345163402158194,0.5565483659784181,0.3320198966180498
306,"Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.",doc2.txt,173,neg,0.6303901721405698,0.36960982785943025,0.18819783788526498
307,"If you don't have a record to run on, then you paint your opponent as someone people should run from.",doc2.txt,174,neg,0.6121264090890602,0.38787359091093976,0.3794257565650792
308,You make a big election about small things.,doc2.txt,175,pos,0.4328605928407787,0.5671394071592213,0.27996784902673855
309,And you know what - it's worked before.,doc2.txt,176,pos,0.4032683103233755,0.5967316896766245,0.3754875194824257
310,Because it feeds into the cynicism we all have about government.,doc2.txt,177,pos,0.3678737584381181,0.6321262415618819,0.39959567503026877
311,"When Washington doesn't work, all its promises seem empty.",doc2.txt,178,neg,0.7887785935339902,0.2112214064660098,0.18436065307077423
312,"If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.",doc2.txt,179,pos,0.46448382316392756,0.5355161768360724,0.4306506928630862
313,I get it.,doc2.txt,180,neg,0.6204582422409661,0.37954175775903387,0.3570087184124427
314,I realize that I am not the likeliest candidate for this office.,doc2.txt,181,neg,0.6085242325001561,0.391475767499844,0.42826376302127095
315,"I don't fit the typical pedigree, and I haven't spent my career in the halls of Washington.",doc2.txt,182,neg,0.7206272729664736,0.2793727270335265,0.18526971302202463
316,But I stand before you tonight because all across America something is stirring.,doc2.txt,183,neg,0.5191738522762004,0.48082614772379956,0.34964821978976673
317,What the nay-sayers don't understand is that this election has never been about me.,doc2.txt,184,neg,0.6489387568020902,0.35106124319790977,0.3390947890652038
318,It's been about you.,doc2.txt,185,pos,0.4451804658300337,0.5548195341699663,0.34240335565751284
319,"For eighteen long months, you have stood up, one by one, and said enough to the politics of the past.",doc2.txt,186,neutral,0.5905121486357696,0.4094878513642303,0.5065630927385492
320,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.",doc2.txt,187,neutral,0.27759497309665904,0.722405026903341,0.5370486039157488
321,"You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.",doc2.txt,188,pos,0.4591124904757017,0.5408875095242983,0.3351835173161874
322,Change comes to Washington.,doc2.txt,189,neutral,0.3975484827064537,0.6024515172935463,0.7548769569418127
323,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time.",doc2.txt,190,neutral,0.2884578440980383,0.7115421559019617,0.8379153019110656
324,"America, this is one of those moments.",doc2.txt,191,pos,0.34840895114102555,0.6515910488589745,0.34787234844807774
325,"I believe that as hard as it will be, the change we need is coming.",doc2.txt,192,pos,0.35751184633765454,0.6424881536623455,0.15517137005729
326,Because I've seen it.,doc2.txt,193,pos,0.4894600706767812,0.5105399293232188,0.33941003536795694
327,Because I've lived it.,doc2.txt,194,neg,0.5564863970186474,0.44351360298135256,0.3399207813713752
328,"I've seen it in Illinois, when we provided health care to more children and moved more families from welfare to work.",doc2.txt,195,pos,0.4625428045261992,0.5374571954738008,0.17591621216237355
329,"I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.",doc2.txt,196,neutral,0.3971314467656941,0.6028685532343059,0.5590306331609529
330,And I've seen it in this campaign.,doc2.txt,197,pos,0.3772325493004318,0.6227674506995682,0.3417076800696594
331,"In the young people who voted for the first time, and in those who got involved again after a very long time.",doc2.txt,198,neutral,0.517988652045714,0.482011347954286,0.8033164498431313
332,"In the Republicans who never thought they'd pick up a Democratic ballot, but did.",doc2.txt,199,neutral,0.5773165972383677,0.4226834027616323,0.8184573667736039
333,"I've seen it in the workers who would rather cut their hours back a day than see their friends lose their jobs, in the soldiers who re-enlist after losing a limb, in the good neighbors who take a stranger in when a hurricane strikes and the floodwaters rise.",doc2.txt,200,neutral,0.28532720269164624,0.7146727973083538,0.8221539292332357
334,"This country of ours has more wealth than any nation, but that's not what makes us rich.",doc2.txt,201,pos,0.3386651425109748,0.6613348574890252,0.12639149864769658
335,"We have the most powerful military on Earth, but that's not what makes us strong.",doc2.txt,202,pos,0.381361926989366,0.618638073010634,0.1468634449035205
336,"Our universities and our culture are the envy of the world, but that's not what keeps the world coming to our shores.",doc2.txt,203,pos,0.3807078552964437,0.6192921447035563,0.4817794354255152
337,"Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.",doc2.txt,204,pos,0.23477207652085053,0.7652279234791495,0.3607273028694778
338,That promise is our greatest inheritance.,doc2.txt,205,pos,0.24543170718181406,0.7545682928181859,0.19595849750341343
339,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.",doc2.txt,206,neutral,0.4434350480357828,0.5565649519642172,0.6824383603608757
340,"And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.",doc2.txt,207,neutral,0.20430666733100988,0.7956933326689901,0.8558717395370395
341,The men and women who gathered there could've heard many things.,doc2.txt,208,neutral,0.3763288033631841,0.6236711966368159,0.7148241933519289
342,They could've heard words of anger and discord.,doc2.txt,209,neg,0.540990726425405,0.459009273574595,0.39449963170701147
343,They could've been told to succumb to the fear and frustration of so many dreams deferred.,doc2.txt,210,neg,0.5972830673818876,0.40271693261811237,0.4854356974774294
344,"But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.",doc2.txt,211,neutral,0.3373661940300925,0.6626338059699075,0.7627948668795632
345,"That together, our dreams can be one.",doc2.txt,212,neutral,0.36817323592744533,0.6318267640725547,0.780374098257426
346,"""We cannot walk alone,"" the preacher cried.",doc2.txt,213,neutral,0.6158670037470271,0.38413299625297287,0.5693822997340033
347,"""And as we walk, we must make the pledge that we shall always march ahead.",doc2.txt,214,neutral,0.28445371486530824,0.7155462851346918,0.5654440490307201
348,"We cannot turn back.""",doc2.txt,215,neutral,0.5679909515374756,0.4320090484625244,0.7931154318863585
349,"America, we cannot turn back.",doc2.txt,216,neutral,0.5067996906001604,0.4932003093998396,0.8295379508221172
350,Not with so much work to be done.,doc2.txt,217,neg,0.6228386099884176,0.37716139001158244,0.30317064654265313
351,"Not with so many children to educate, and so many veterans to care for.",doc2.txt,218,neg,0.5364340874741269,0.46356591252587315,0.253692415202642
352,Not with an economy to fix and cities to rebuild and farms to save.,doc2.txt,219,neutral,0.6908631617919612,0.30913683820803883,0.9340137389816618
353,Not with so many families to protect and so many lives to mend.,doc2.txt,220,neutral,0.35586794911568087,0.6441320508843191,0.7438219721024212
354,"America, we cannot turn back.",doc2.txt,221,neutral,0.5067996906001604,0.4932003093998396,0.8295379508221172
355,We cannot walk alone.,doc2.txt,222,neutral,0.5877359120242718,0.4122640879757283,0.6163160362928284
356,"At this moment, in this election, we must pledge once more to march into the future.",doc2.txt,223,neutral,0.4477978608493626,0.5522021391506374,0.717964049198649
357,"Let us keep that promise - that American promise - and in the words of Scripture hold firmly, without wavering, to the hope that we confess.",doc2.txt,224,pos,0.3654634909515928,0.6345365090484072,0.3903469530781158
358,"Thank you, and God Bless the United States of America.",doc2.txt,225,neutral,0.3120171822523927,0.6879828177476073,0.9266326456777056
359, Thank you.,doc3.txt,0,pos,0.40176463218030245,0.5982353678196975,0.3997851681533713
360,Thank you Roger Hickey and Bob Borosage for bringing us all together today and thank you for your leadership in the cause of a more progressive America.,doc3.txt,1,pos,0.12429086112809262,0.8757091388719074,0.20784246835379927
361,"My friends, we meet here today at a time where we find ourselves at a crossroads in America's history.",doc3.txt,2,neutral,0.45293589285084535,0.5470641071491547,0.7855518216300715
362,It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.,doc3.txt,3,neutral,0.48632015807751117,0.5136798419224888,0.5276501525542173
363,"Whether it's the war or Katrina or their health care or their jobs, you hear people say that we've finally arrived at a moment where something must change.",doc3.txt,4,pos,0.3187234122697721,0.6812765877302279,0.34824182091808553
364,These are Americans who still believe in an America where anything's possible - they just don't think their leaders do.,doc3.txt,5,neg,0.5238427802220972,0.4761572197779028,0.458649455007006
365,These are Americans who still dream big dreams -they just sense their leaders have forgotten how.,doc3.txt,6,neutral,0.40573856511888806,0.5942614348811119,0.9639803314381371
366,I remember when I first ran for the state Senate - my very first race.,doc3.txt,7,pos,0.4368462696712716,0.5631537303287284,0.4130031698042364
367,"A seat had opened up, and some friends asked me if I'd be interested in running.",doc3.txt,8,pos,0.47632247730113586,0.5236775226988641,0.18349972718357085
368,"Well, I thought about it, and then I did what every wise man does when faced with a difficult decision: I prayed, and I asked my wife.",doc3.txt,9,pos,0.4430164245163877,0.5569835754836123,0.02100431388919373
369,"And after consulting with these higher powers, I threw my hat in the ring and I did what every person on a campaign does - I talked to anyone who'd listen.",doc3.txt,10,pos,0.4685167813910176,0.5314832186089824,0.18232009923914674
370,I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.,doc3.txt,11,neutral,0.49218352857911263,0.5078164714208874,0.6264858324942052
371,"And everywhere I went I'd get two questions:
First, they'd ask, ""Where'd you get that funny name, Barack Obama?""",doc3.txt,12,pos,0.4269788763546293,0.5730211236453707,0.17835402004547798
372,Because people just couldn't pronounce it.,doc3.txt,13,neg,0.6760426395643209,0.32395736043567913,0.3497432808461312
373,"They'd call me ""Alabama,"" or they'd call me ""Yo Mama.""",doc3.txt,14,neg,0.510682911487321,0.48931708851267897,0.43753607823348467
374,"And I'd have to explain that I got the name from my father, who was from Kenya.",doc3.txt,15,neutral,0.6427141548564093,0.35728584514359074,0.5757863267301327
375,"And the second thing people would ask me was, ""You seem like a nice young man.",doc3.txt,16,pos,0.4020524348183412,0.5979475651816588,0.20553907908591693
376,"You teach law school, you're a civil rights attorney, you organize voter registration, you're a family man - why would you wanna go into something dirty and nasty like politics?""",doc3.txt,17,neutral,0.6410673804286311,0.3589326195713689,0.5783336228733408
377,And I understood the question because it revealed the cynicism people feel about public life today.,doc3.txt,18,pos,0.42139129239533857,0.5786087076046614,0.33097183668996694
378,"That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives.",doc3.txt,19,neg,0.5686041343979668,0.43139586560203325,0.30825731404416684
379,So I understand the cynicism.,doc3.txt,20,neg,0.6146355245758057,0.3853644754241942,0.34951267729865226
380,"But whenever I get in that mood, I think about something that happened to me on the eve of my election to the United States Senate.",doc3.txt,21,neg,0.6784032408249641,0.3215967591750359,0.3511351868139306
381,"We had held a large rally the night before in the Southside of Chicago, which is where I live.",doc3.txt,22,neutral,0.6158155933440368,0.38418440665596315,0.7995980171325625
382,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",doc3.txt,23,neutral,0.5218057016882297,0.4781942983117703,0.5963796602545445
383,"And so I said fine, and I met her, and we talked.",doc3.txt,24,pos,0.4305278221373072,0.5694721778626928,0.23494489490046677
384,"And all of this would have been unremarkable except for the fact that this woman, Marguerite Lewis, was born in 1899 and was 105 years old.",doc3.txt,25,neutral,0.6740554824408836,0.32594451755911635,0.5317973467186876
385,"And ever since I met this frail, one-hundred-and-five-year-old African-American woman who had found the strength to leave her house and come to a rally because she believed that her voice mattered, I've thought about all she's seen in her life.",doc3.txt,26,neutral,0.4067208070858055,0.5932791929141945,0.9997215889861155
386,"I've thought about the fact that when she was born, there weren't cars on the road, and no airplanes in the sky.",doc3.txt,27,neutral,0.8227917946618406,0.17720820533815942,0.7056719690958643
387,"That she was born under the cloud of Jim Crow, free in theory but still enslaved in so many ways.",doc3.txt,28,neutral,0.2887384217097818,0.7112615782902182,0.729703294782925
388,"That she was born at a time for black folks when lynchings were not uncommon, but voting was.",doc3.txt,29,neutral,0.5150911218737179,0.48490887812628214,0.7075173225403714
389,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",doc3.txt,30,neutral,0.27505222824843234,0.7249477717515677,0.8354655043087947
390,And I thought about how she saw women finally win the right to vote.,doc3.txt,31,pos,0.28604499358284163,0.7139550064171584,0.40960428246643027
391,And how she watched FDR lift this nation out of fear and send millions to college on the GI Bill and lift millions out of poverty with Social Security.,doc3.txt,32,neutral,0.349806471325503,0.650193528674497,0.9759892279369372
392,"How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.",doc3.txt,33,neutral,0.392012168532368,0.607987831467632,0.8777508818493883
393,She believed in this idea with all her heart and she saw this progress around her and she had faith that someday it would be her turn.,doc3.txt,34,neutral,0.3869218034995927,0.6130781965004073,0.942126058316011
394,"And when she finally she saw hope breaking through the horizon in the Civil Rights Movement, she thought, ""Maybe it's my turn.""",doc3.txt,35,neutral,0.46891309921656776,0.5310869007834322,0.8774550143344099
395,"And in that movement, she saw women who were willing to walk instead of ride the bus after a day of doing somebody else's laundry and looking after somebody else's children because they walked for freedom.",doc3.txt,36,neutral,0.5039152236841705,0.4960847763158295,0.7481808040670005
396,And she saw young people of every race and every creed take a bus down to Mississippi and Alabama to register voters because they believed.,doc3.txt,37,neutral,0.6715737109911086,0.32842628900889137,0.8318120087088188
397,She saw four little girls die in a Sunday school and catalyze a nation.,doc3.txt,38,neutral,0.5431926814006041,0.45680731859939594,0.8182674014939598
398,And at last - at last - she saw the passage of the Civil Rights Act and the Voting Rights Act.,doc3.txt,39,neutral,0.28650008950618155,0.7134999104938184,0.9401936787137416
399,And she saw people lining up to vote for the first time - and she got in that line - and she never forgot it.,doc3.txt,40,neutral,0.5110505443814655,0.4889494556185345,0.6418667344324288
400,She kept on voting in each and every election because she believed.,doc3.txt,41,neutral,0.519100967126285,0.4808990328737151,0.8876141827748585
401,"She believed that over a span of three centuries, she had seen enough to know that there is no challenge too great, no injustice too crippling, no destiny too far out of reach for America.",doc3.txt,42,neutral,0.4965597143092606,0.5034402856907394,0.651372403864523
402,She believed that we don't have to settle for equality for some or opportunity for the lucky or freedom for the few.,doc3.txt,43,neutral,0.6206390506238648,0.3793609493761352,0.5907776156201482
403,"And she knew that during those moments in history where it looked like we might give up hope or settle for less, there have always been Americans who refused.",doc3.txt,44,pos,0.38551930598617434,0.6144806940138257,0.34427320039417464
404,"Who said we're going to keep on dreaming, and we're going to keep on building, and we're going to keep on marching, and we're going to keep on working because that's who we are.",doc3.txt,45,neutral,0.40716943383041293,0.5928305661695871,0.5871730700479069
405,Because we've always fought to bring all of our people under the blanket of the American Dream.,doc3.txt,46,neutral,0.1909212411450516,0.8090787588549484,0.5768315821267214
406,And I think that we face one of those moments today.,doc3.txt,47,pos,0.38985860457542465,0.6101413954245754,0.3352238505764669
407,"In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government.",doc3.txt,48,neutral,0.35864381926573397,0.641356180734266,0.932714141468829
408,The sweeping changes brought by revolutions in technology have torn down walls between business and government and people and places all over the globe.,doc3.txt,49,neutral,0.4792042216610993,0.5207957783389007,0.8469601545956765
409,And with this new world comes new risks and new dangers.,doc3.txt,50,neutral,0.24900821067339485,0.7509917893266052,0.7378652550092383
410,No longer can we assume that a high-school education is enough to compete for a job that could easily go to a college-educated student in Bangalore or Beijing.,doc3.txt,51,neutral,0.5805177074840877,0.41948229251591235,0.5741491400863058
411,No more can we count on employers to provide health care and pensions and job training when their bottom-lines know no borders.,doc3.txt,52,neutral,0.5761012047839966,0.4238987952160034,0.6567706334524467
412,Never again can we expect the oceans that surround America to keep us safe from attacks on our own soil.,doc3.txt,53,pos,0.17794853364359886,0.8220514663564011,0.21474298084323507
413,The world has changed.,doc3.txt,54,neutral,0.4171637560433499,0.5828362439566501,0.9277117565942246
414,"And as a result, we've seen families work harder for less and our jobs go overseas.",doc3.txt,55,neg,0.5764087643813307,0.42359123561866935,0.45702067870458024
415,We've seen the cost of health care and child care and gasoline skyrocket.,doc3.txt,56,pos,0.4230948857285217,0.5769051142714783,0.3799871414130871
416,We've seen our children leave for Iraq and terrorists threaten to finish the job they started on 9/11.,doc3.txt,57,neutral,0.43266527361737417,0.5673347263826258,0.9667006882083863
417,"But while the world has changed around us, too often our government has stood still.",doc3.txt,58,neutral,0.46451087939954905,0.535489120600451,0.7409542546445492
418,"Our faith has been shaken, but the people running Washington aren't willing to make us believe again.",doc3.txt,59,pos,0.42392804702400433,0.5760719529759957,0.10137254599744545
419,It's the timidity - the smallness - of our politics that's holding us back right now.,doc3.txt,60,pos,0.2985980281813039,0.7014019718186961,0.2641212727358997
420,"The idea that some problems are just too big to handle, and if you just ignore them, sooner or later, they'll go away.",doc3.txt,61,neg,0.7153854557766613,0.28461454422333865,0.43100693181002586
421,"That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams.",doc3.txt,62,neutral,0.6389999224762957,0.36100007752370433,0.9326325295570688
422,"That if you say the words ""plan for victory"" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base.",doc3.txt,63,neg,0.5670212178145606,0.4329787821854394,0.0031407016376097598
