id,sentence,file_name,location
300,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.",doc2.txt,167
301,"Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.",doc2.txt,168
302,This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.,doc2.txt,169
303,I know there are those who dismiss such beliefs as happy talk.,doc2.txt,170
304,"They claim that our insistence on something larger, something firmer and more honest in our public life is just a Trojan Horse for higher taxes and the abandonment of traditional values.",doc2.txt,171
305,And that's to be expected.,doc2.txt,172
306,"Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.",doc2.txt,173
307,"If you don't have a record to run on, then you paint your opponent as someone people should run from.",doc2.txt,174
308,You make a big election about small things.,doc2.txt,175
309,And you know what - it's worked before.,doc2.txt,176
310,Because it feeds into the cynicism we all have about government.,doc2.txt,177
311,"When Washington doesn't work, all its promises seem empty.",doc2.txt,178
312,"If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.",doc2.txt,179
313,I get it.,doc2.txt,180
314,I realize that I am not the likeliest candidate for this office.,doc2.txt,181
315,"I don't fit the typical pedigree, and I haven't spent my career in the halls of Washington.",doc2.txt,182
316,But I stand before you tonight because all across America something is stirring.,doc2.txt,183
317,What the nay-sayers don't understand is that this election has never been about me.,doc2.txt,184
318,It's been about you.,doc2.txt,185
319,"For eighteen long months, you have stood up, one by one, and said enough to the politics of the past.",doc2.txt,186
320,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.",doc2.txt,187
321,"You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.",doc2.txt,188
322,Change comes to Washington.,doc2.txt,189
323,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time.",doc2.txt,190
324,"America, this is one of those moments.",doc2.txt,191
325,"I believe that as hard as it will be, the change we need is coming.",doc2.txt,192
326,Because I've seen it.,doc2.txt,193
327,Because I've lived it.,doc2.txt,194
328,"I've seen it in Illinois, when we provided health care to more children and moved more families from welfare to work.",doc2.txt,195
329,"I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.",doc2.txt,196
330,And I've seen it in this campaign.,doc2.txt,197
331,"In the young people who voted for the first time, and in those who got involved again after a very long time.",doc2.txt,198
332,"In the Republicans who never thought they'd pick up a Democratic ballot, but did.",doc2.txt,199
333,"I've seen it in the workers who would rather cut their hours back a day than see their friends lose their jobs, in the soldiers who re-enlist after losing a limb, in the good neighbors who take a stranger in when a hurricane strikes and the floodwaters rise.",doc2.txt,200
334,"This country of ours has more wealth than any nation, but that's not what makes us rich.",doc2.txt,201
335,"We have the most powerful military on Earth, but that's not what makes us strong.",doc2.txt,202
336,"Our universities and our culture are the envy of the world, but that's not what keeps the world coming to our shores.",doc2.txt,203
337,"Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.",doc2.txt,204
338,That promise is our greatest inheritance.,doc2.txt,205
339,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.",doc2.txt,206
340,"And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.",doc2.txt,207
341,The men and women who gathered there could've heard many things.,doc2.txt,208
342,They could've heard words of anger and discord.,doc2.txt,209
343,They could've been told to succumb to the fear and frustration of so many dreams deferred.,doc2.txt,210
344,"But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.",doc2.txt,211
345,"That together, our dreams can be one.",doc2.txt,212
346,"""We cannot walk alone,"" the preacher cried.",doc2.txt,213
347,"""And as we walk, we must make the pledge that we shall always march ahead.",doc2.txt,214
348,"We cannot turn back.""",doc2.txt,215
349,"America, we cannot turn back.",doc2.txt,216
350,Not with so much work to be done.,doc2.txt,217
351,"Not with so many children to educate, and so many veterans to care for.",doc2.txt,218
352,Not with an economy to fix and cities to rebuild and farms to save.,doc2.txt,219
353,Not with so many families to protect and so many lives to mend.,doc2.txt,220
354,"America, we cannot turn back.",doc2.txt,221
355,We cannot walk alone.,doc2.txt,222
356,"At this moment, in this election, we must pledge once more to march into the future.",doc2.txt,223
357,"Let us keep that promise - that American promise - and in the words of Scripture hold firmly, without wavering, to the hope that we confess.",doc2.txt,224
358,"Thank you, and God Bless the United States of America.",doc2.txt,225
359, Thank you.,doc3.txt,0
360,Thank you Roger Hickey and Bob Borosage for bringing us all together today and thank you for your leadership in the cause of a more progressive America.,doc3.txt,1
361,"My friends, we meet here today at a time where we find ourselves at a crossroads in America's history.",doc3.txt,2
362,It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.,doc3.txt,3
363,"Whether it's the war or Katrina or their health care or their jobs, you hear people say that we've finally arrived at a moment where something must change.",doc3.txt,4
364,These are Americans who still believe in an America where anything's possible - they just don't think their leaders do.,doc3.txt,5
365,These are Americans who still dream big dreams -they just sense their leaders have forgotten how.,doc3.txt,6
366,I remember when I first ran for the state Senate - my very first race.,doc3.txt,7
367,"A seat had opened up, and some friends asked me if I'd be interested in running.",doc3.txt,8
368,"Well, I thought about it, and then I did what every wise man does when faced with a difficult decision: I prayed, and I asked my wife.",doc3.txt,9
369,"And after consulting with these higher powers, I threw my hat in the ring and I did what every person on a campaign does - I talked to anyone who'd listen.",doc3.txt,10
370,I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.,doc3.txt,11
371,"And everywhere I went I'd get two questions:
First, they'd ask, ""Where'd you get that funny name, Barack Obama?""",doc3.txt,12
372,Because people just couldn't pronounce it.,doc3.txt,13
373,"They'd call me ""Alabama,"" or they'd call me ""Yo Mama.""",doc3.txt,14
374,"And I'd have to explain that I got the name from my father, who was from Kenya.",doc3.txt,15
375,"And the second thing people would ask me was, ""You seem like a nice young man.",doc3.txt,16
376,"You teach law school, you're a civil rights attorney, you organize voter registration, you're a family man - why would you wanna go into something dirty and nasty like politics?""",doc3.txt,17
377,And I understood the question because it revealed the cynicism people feel about public life today.,doc3.txt,18
378,"That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives.",doc3.txt,19
379,So I understand the cynicism.,doc3.txt,20
380,"But whenever I get in that mood, I think about something that happened to me on the eve of my election to the United States Senate.",doc3.txt,21
381,"We had held a large rally the night before in the Southside of Chicago, which is where I live.",doc3.txt,22
382,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",doc3.txt,23
383,"And so I said fine, and I met her, and we talked.",doc3.txt,24
384,"And all of this would have been unremarkable except for the fact that this woman, Marguerite Lewis, was born in 1899 and was 105 years old.",doc3.txt,25
385,"And ever since I met this frail, one-hundred-and-five-year-old African-American woman who had found the strength to leave her house and come to a rally because she believed that her voice mattered, I've thought about all she's seen in her life.",doc3.txt,26
386,"I've thought about the fact that when she was born, there weren't cars on the road, and no airplanes in the sky.",doc3.txt,27
387,"That she was born under the cloud of Jim Crow, free in theory but still enslaved in so many ways.",doc3.txt,28
388,"That she was born at a time for black folks when lynchings were not uncommon, but voting was.",doc3.txt,29
389,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",doc3.txt,30
390,And I thought about how she saw women finally win the right to vote.,doc3.txt,31
391,And how she watched FDR lift this nation out of fear and send millions to college on the GI Bill and lift millions out of poverty with Social Security.,doc3.txt,32
392,"How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.",doc3.txt,33
393,She believed in this idea with all her heart and she saw this progress around her and she had faith that someday it would be her turn.,doc3.txt,34
394,"And when she finally she saw hope breaking through the horizon in the Civil Rights Movement, she thought, ""Maybe it's my turn.""",doc3.txt,35
395,"And in that movement, she saw women who were willing to walk instead of ride the bus after a day of doing somebody else's laundry and looking after somebody else's children because they walked for freedom.",doc3.txt,36
396,And she saw young people of every race and every creed take a bus down to Mississippi and Alabama to register voters because they believed.,doc3.txt,37
397,She saw four little girls die in a Sunday school and catalyze a nation.,doc3.txt,38
398,And at last - at last - she saw the passage of the Civil Rights Act and the Voting Rights Act.,doc3.txt,39
399,And she saw people lining up to vote for the first time - and she got in that line - and she never forgot it.,doc3.txt,40
400,She kept on voting in each and every election because she believed.,doc3.txt,41
401,"She believed that over a span of three centuries, she had seen enough to know that there is no challenge too great, no injustice too crippling, no destiny too far out of reach for America.",doc3.txt,42
402,She believed that we don't have to settle for equality for some or opportunity for the lucky or freedom for the few.,doc3.txt,43
403,"And she knew that during those moments in history where it looked like we might give up hope or settle for less, there have always been Americans who refused.",doc3.txt,44
404,"Who said we're going to keep on dreaming, and we're going to keep on building, and we're going to keep on marching, and we're going to keep on working because that's who we are.",doc3.txt,45
405,Because we've always fought to bring all of our people under the blanket of the American Dream.,doc3.txt,46
406,And I think that we face one of those moments today.,doc3.txt,47
407,"In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government.",doc3.txt,48
408,The sweeping changes brought by revolutions in technology have torn down walls between business and government and people and places all over the globe.,doc3.txt,49
409,And with this new world comes new risks and new dangers.,doc3.txt,50
410,No longer can we assume that a high-school education is enough to compete for a job that could easily go to a college-educated student in Bangalore or Beijing.,doc3.txt,51
411,No more can we count on employers to provide health care and pensions and job training when their bottom-lines know no borders.,doc3.txt,52
412,Never again can we expect the oceans that surround America to keep us safe from attacks on our own soil.,doc3.txt,53
413,The world has changed.,doc3.txt,54
414,"And as a result, we've seen families work harder for less and our jobs go overseas.",doc3.txt,55
415,We've seen the cost of health care and child care and gasoline skyrocket.,doc3.txt,56
416,We've seen our children leave for Iraq and terrorists threaten to finish the job they started on 9/11.,doc3.txt,57
417,"But while the world has changed around us, too often our government has stood still.",doc3.txt,58
418,"Our faith has been shaken, but the people running Washington aren't willing to make us believe again.",doc3.txt,59
419,It's the timidity - the smallness - of our politics that's holding us back right now.,doc3.txt,60
420,"The idea that some problems are just too big to handle, and if you just ignore them, sooner or later, they'll go away.",doc3.txt,61
421,"That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams.",doc3.txt,62
422,"That if you say the words ""plan for victory"" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base.",doc3.txt,63
423,"Well it's time we finally said we notice, and we care, and we're not gonna settle anymore.",doc3.txt,64
424,"You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago.",doc3.txt,65
425,"He was talking about what an awful job his own party has done governing this country, and he said that with all the mistakes and misjudgments the Republicans have made over the last six years, the slogan for the Democrats should come down to just two words:
Had enough?",doc3.txt,66
426,"I don't know about you, but I think old Newt is onto something here.",doc3.txt,67
427,Because I think we've all had enough.,doc3.txt,68
428,Enough of the broken promises.,doc3.txt,69
429,Enough of the failed leadership.,doc3.txt,70
430,"Enough of the can't-do, won't-do, won't-even-try style of governance.",doc3.txt,71
431,"Four years after 9/11, I've had enough of being told that we can find the money to give Paris Hilton more tax cuts, but we can't find enough to protect our ports or our railroads or our chemical plants or our borders.",doc3.txt,72
432,I've had enough of the closed-door deals that give billions to the HMOs when we're told that we can't do a thing for the 45 million uninsured or the millions more who can't pay their medical bills.,doc3.txt,73
433,I've had enough of being told that we can't afford body armor for our troops and health care for our veterans and benefits for the wounded heroes who've risked their lives for this country.,doc3.txt,74
434,I've had enough of that.,doc3.txt,75
435,I've had enough of giving billions away to the oil companies when we're told that we can't invest in the renewable energy that will create jobs and lower gas prices and finally free us from our dependence on the oil wells of Saudi Arabia.,doc3.txt,76
436,I've had enough of our kids going to schools where the rats outnumber the computers.,doc3.txt,77
437,I've had enough of Katrina survivors living out of their cars and begging FEMA for trailers.,doc3.txt,78
438,And I've had enough of being told that all we can do about this is sit and wait and hope that the good fortune of a few trickles on down to everyone else in this country.,doc3.txt,79
439,"You know, we all remember that George Bush said in 2000 campaign that he was against nation-building.",doc3.txt,80
440,We just didn't know he was talking about this one.,doc3.txt,81
441,"Now, let me say this - I don't think that George Bush is a bad man.",doc3.txt,82
442,I think he loves his country.,doc3.txt,83
443,I don't think this administration is full of stupid people - I think there are a lot of smart folks in there.,doc3.txt,84
444,The problem isn't that their philosophy isn't working the way it's supposed to - it's that it is.,doc3.txt,85
445,It's that it's doing exactly what it's supposed to do.,doc3.txt,86
446,The reason they don't believe government has a role in solving national problems is because they think government is the problem.,doc3.txt,87
447,"That we're better off if we dismantle it - if we divvy it up into individual tax breaks, hand 'em out, and encourage everyone to go buy your own health care, your own retirement security, your own child care, their own schools, your own private security force, your own roads, their own levees...",doc3.txt,88
448,It's called the Ownership Society in Washington.,doc3.txt,89
449,But in our past there has been another term for it - Social Darwinism - every man or women for him or herself.,doc3.txt,90
450,It allows us to say to those whose health care or tuition may rise faster than they can afford - life isn't fair.,doc3.txt,91
451,It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.,doc3.txt,92
452,"It lets us say to the guy who worked twenty or thirty years in the factory and then watched his plant move out to Mexico or China - we're sorry, but you're on your own.",doc3.txt,93
453,It's a bracing idea.,doc3.txt,94
454,It's a tempting idea.,doc3.txt,95
455,And it's the easiest thing in the world.,doc3.txt,96
456,But there's just one problem.,doc3.txt,97
457,It doesn't work.,doc3.txt,98
458,It ignores our history.,doc3.txt,99
459,"Yes, our greatness as a nation has depended on individual initiative, on a belief in the free market.",doc3.txt,100
460,"But it has also depended on our sense of mutual regard for each other, of mutual responsibility.",doc3.txt,101
461,"The idea that everybody has a stake in the country, that we're all in it together and everybody's got a shot at opportunity.",doc3.txt,102
462,Americans know this.,doc3.txt,103
463,We know that government can't solve all our problems - and we don't want it to.,doc3.txt,104
464,But we also know that there are some things we can't do on our own.,doc3.txt,105
465,We know that there are some things we do better together.,doc3.txt,106
466,"We know that we've been called in churches and mosques, synagogues and Sunday schools to love our neighbors as ourselves; to be our brother's keeper; to be our sister's keeper.",doc3.txt,107
467,"That we have individual responsibility, but we also have collective responsibility to each other.",doc3.txt,108
468,That's what America is.,doc3.txt,109
469,"And so I am eager to have this argument not just with the President, but the entire Republican Party over what this country is about.",doc3.txt,110
470,Because I think that this is our moment to lead.,doc3.txt,111
471,The time for our party's identity crisis is over.,doc3.txt,112
472,Don't let anyone tell you we don't know what we stand for and don't doubt it yourselves.,doc3.txt,113
473,We know who we are.,doc3.txt,114
474,"And in the end, we know that it isn't enough to just say that you've had enough.",doc3.txt,115
475,So let it be said that we are the party of opportunity.,doc3.txt,116
476,"That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training.",doc3.txt,117
477,"Let it be said that we are the party of affordable, accessible health care for all Americans.",doc3.txt,118
478,The party that won't make Americans choose between a health care plan that bankrupts the government and one that bankrupts families.,doc3.txt,119
479,"The party that won't just throw a few tax breaks at families who can't afford their insurance, but modernizes our health care system and gives every family a chance to buy insurance at a price they can afford.",doc3.txt,120
480,Let it be said that we are the party of an energy independent America.,doc3.txt,121
481,The party that's not bought and paid for by the oil companies.,doc3.txt,122
482,"The party that will harness homegrown, alternative fuels and spur the production of fuel-efficient, hybrid cars to break our dependence on the world's most dangerous regimes.",doc3.txt,123
483,Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,doc3.txt,124
484,"And when we do go to war, let us always be honest with the American people about why we are there and how we will win.",doc3.txt,125
485,"And let it be said that we are the party of open, honest government that doesn't peddle the agenda of whichever lobbyist or special interest can write the biggest check.",doc3.txt,126
486,"The party who believes that in this democracy, influence and access should begin and end with the power of the ballot.",doc3.txt,127
487,"If we do all this, if we can be trusted to lead, this will not be a Democratic Agenda, it will be an American agenda.",doc3.txt,128
488,"Because in the end, we may be proud Democrats, but we are prouder Americans.",doc3.txt,129
489,"We're tired of being divided, tired of running into ideological walls and partisan roadblocks, tired of appeals to our worst instincts and greatest fears.",doc3.txt,130
490,Americans everywhere are desperate for leadership.,doc3.txt,131
491,They are longing for direction.,doc3.txt,132
492,And they want to believe again.,doc3.txt,133
493,"A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America.",doc3.txt,134
494,"At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.",doc3.txt,135
495,The first was in hairstyling; the other in braiding.,doc3.txt,136
496,"Another girl, Mireya, listened as her friend told this story.",doc3.txt,137
497,And she began to cry.,doc3.txt,138
498,"When asked what was wrong, she said, ""I don't want to take hairdressing.",doc3.txt,139
499,I did not need sewing either.,doc3.txt,140
500,I knew how to sew.,doc3.txt,141
501,My mother is a seamstress in a factory.,doc3.txt,142
502,I'm trying to go to college.,doc3.txt,143
503,I don't need to sew to go to college.,doc3.txt,144
504,My mother sews.,doc3.txt,145
505,"I hoped for something else.""",doc3.txt,146
506,I hoped for something else.,doc3.txt,147
507,I've often thought about Mireya and her simple dream and all those before her who've shared that dream too.,doc3.txt,148
508,"And I've wondered - if she is lucky enough to live as long as 105-year-old Marguerite Lewis, if she someday has the chance to look back across the twenty-first century, what will she see?",doc3.txt,149
509,"Will she see a country that is freer and kinder, more tolerant and more just than the one she grew up in?",doc3.txt,150
510,Will she see greater opportunities for every citizen of this country?,doc3.txt,151
511,Will all her childhood hopes be fulfilled?,doc3.txt,152
512,"We are here tonight because we believe that in this country, we have it within our power to say ""yes"" to those questions - to forge our own destiny - to begin the world anew.",doc3.txt,153
513,"Ladies and gentlemen, this is our time.",doc3.txt,154
514,Our time to make a mark on history.,doc3.txt,155
515,Our time to write a new chapter in the American story.,doc3.txt,156
516,"Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.",doc3.txt,157
517,"And then someday, someday, if our kids get the chance to stand where we are and look back at the beginning of the 21st century, they can say that this was the time when America renewed its purpose.",doc3.txt,158
518,They can say that this was the time when America found its way.,doc3.txt,159
519,They can say that this was the time when America learned to dream again.,doc3.txt,160
520,The first time I came to Kenya was in 1987.,doc4.txt,0
521,"I had just finished three years of work as a community organizer in low-income neighborhoods of Chicago, and was about to enroll in law school.",doc4.txt,1
522,"My sister, Auma, was teaching that year at this university, and so I came to stay with her for a month.",doc4.txt,2
523,My experience then was very different than it has been on this trip.,doc4.txt,3
524,"Instead of a motorcade, we traveled in my sister's old VW Beetle, which even then was already ten years old.",doc4.txt,4
525,"When it broke down in front of Uhuru Park, we had to push until some joakalis came to fix it by the side of the road.",doc4.txt,5
526,"I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi.",doc4.txt,6
527,"When we went upcountry, we traveled by train and matatu, with chickens and collard greens and sometimes babies placed in my lap.",doc4.txt,7
528,But it was a magical trip.,doc4.txt,8
529,"To begin with, I discovered the warmth and sense of community that the people of Kenya possess - their sense of hopefulness even in the face of great difficulty.",doc4.txt,9
530,"I discovered the beauty of the land, a beauty that haunts you long after you've left.",doc4.txt,10
531,"And most importantly for me, I discovered the story of my father's life, and the story of his father before him.",doc4.txt,11
532,"I learned that my grandfather had been a cook for the British and, although he was a respected elder in his village, he was called ""boy"" by his employers for most of his life.",doc4.txt,12
533,"I learned about the brutal repression of Operation Anvil, the days of rape and torture in the ""Pipeline"" camps, the lives that so many gave, and how my grandfather had been arrested briefly during this period, despite being at the periphery of Kenya's liberation struggles.",doc4.txt,13
534,"I learned how my father had grown up in a tiny village called Alego, near Siaya, during this period of tumult.",doc4.txt,14
535,I began to understand and appreciate the distance he had traveled - from being a boy herding goats to a student at the University of Hawaii and Harvard University to the respected economist that he was upon his return to Kenya.,doc4.txt,15
536,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation.",doc4.txt,16
537,"And yet, I discovered that for all his education, my father's life ended up being filled with disappointments.",doc4.txt,17
538,"His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.",doc4.txt,18
539,"And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well.",doc4.txt,19
540,"In many ways, then, my family's life reflects some of the contradictions of Kenya, and indeed, the African continent as a whole.",doc4.txt,20
541,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",doc4.txt,21
542,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",doc4.txt,22
543,One statistic powerfully describes this unfulfilled promise.,doc4.txt,23
544,"In early 1960's, as Kenya was gaining its independence, its gross national product was not very different from that of South Korea.",doc4.txt,24
545,"Today, South Korea's economy is forty times larger than Kenya's.",doc4.txt,25
546,How can we explain this fact?,doc4.txt,26
547,"Certainly it is not due to lack of effort on the part of ordinary Kenyans - we know how hard Kenyans are willing to work, the tremendous sacrifices that Kenyan mothers make for their children, the Herculean efforts that Kenyan fathers make for their families.",doc4.txt,27
548,"We know as well the talent, the intelligence, and the creativity that exists in this country.",doc4.txt,28
549,And we know how much this land is blessed - just as the entire African continent is blessed - with great gifts and riches.,doc4.txt,29
550,So what explains this?,doc4.txt,30
551,I believe there a number of factors at work.,doc4.txt,31
552,"Kenya, like many African nations did not come of age under the best historical circumstances.",doc4.txt,32
553,"It suffers from the legacy of colonialism, of national boundaries that were drawn without regard to the political and tribal alignments of indigenous peoples, and that therefore fed conflict and tribal strife.",doc4.txt,33
554,"Kenya was also forced to rapidly move from a highly agrarian to a more urban, industrialized nation.",doc4.txt,34
555,"This means that the education and health care systems - issues that my own nation more than 200 years old still struggles with - lag behind, impacting its development.",doc4.txt,35
556,"Third, Kenya is hurt from factors unique to Africa's geography and place in the world -- disease, distance from viable markets and especially terms of trade.",doc4.txt,36
557,"When African nations were just gaining independence, industrialized nations had decades of experience building their domestic economies and navigating the international financial system.",doc4.txt,37
558,"And, as Frederick Douglass once stated: ""Power concedes nothing without a demand.",doc4.txt,38
559,"It never did, and it never will.""",doc4.txt,39
560,"As a result, many African nations have been asked to liberalize their markets without reciprocal concessions from mature economies.",doc4.txt,40
561,This lack of access for Africa's agriculture and commodities has restricted an important engine of economic growth.,doc4.txt,41
562,"Other issues, such as resource extraction and the drain of human capital have also been major factors.",doc4.txt,42
563,"As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.",doc4.txt,43
564,"And, I will do my part to shape an intelligent foreign policy that promotes peace and prosperity.",doc4.txt,44
565,A foreign policy that gives hope and opportunity to the people of this great continent.,doc4.txt,45
566,"But, Kenya must do its part.",doc4.txt,46
567,It cannot wait for other nations to act first.,doc4.txt,47
568,"The hard truth is that nations, by and large, will act in their self-interest and if Kenya does not act, it will fall behind.",doc4.txt,48
569,It's more than just history and outside influences that explain why Kenya lags behind.,doc4.txt,49
570,"Like many nations across this continent, where Kenya is failing is in its ability to create a government that is transparent and accountable.",doc4.txt,50
571,One that serves its people and is free from corruption.,doc4.txt,51
572,There is no doubt that what Kenyans have accomplished with this independence is both impressive and inspiring.,doc4.txt,52
573,"Among African nations, Kenya remains a model for representative democracy - a place where many different ethnic factions have found a way to live and work together in peace and stability.",doc4.txt,53
574,"You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability.",doc4.txt,54
575,"And yet, the reason I speak of the freedom that you fought so hard to win is because today that freedom is in jeopardy.",doc4.txt,55
576,It is being threatened by corruption.,doc4.txt,56
577,Corruption is not a new problem.,doc4.txt,57
578,"It's not just a Kenyan problem, or an African problem.",doc4.txt,58
579,"It's a human problem, and it has existed in some form in almost every society.",doc4.txt,59
580,"My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections.",doc4.txt,60
581,"In just the last year, our own U.S. Congress has seen a representative resign after taking bribes, and several others fall under investigation for using their public office for private gain.",doc4.txt,61
582,"But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve.",doc4.txt,62
583,"I know that while recent reports have pointed to strong economic growth in this country, 56% of Kenyans still live in poverty.",doc4.txt,63
584,And I know that the vast majority of people in this country desperately want to change this.,doc4.txt,64
585,"It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health.",doc4.txt,65
586,It stacks the deck so high against entrepreneurs that they cannot get their job-creating ideas off the ground.,doc4.txt,66
587,"In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else.",doc4.txt,67
588,"And corruption also erodes the state from the inside out, sickening the justice system until there is no justice to be found, poisoning the police forces until their presence becomes a source of insecurity rather than comfort.",doc4.txt,68
589,Corruption has a way of magnifying the very worst twists of fate.,doc4.txt,69
590,It makes it impossible to respond effectively to crises -- whether it's the HIV/AIDS pandemic or malaria or crippling drought.,doc4.txt,70
591,What's worse - corruption can also provide opportunities for those who would harness the fear and hatred of others to their agenda and ambitions.,doc4.txt,71
592,"It can shield a war criminal - even one like Felicien Kabuga, suspected of helping to finance and orchestrate the Rwandan genocide - by allowing him to purchase safe haven for a time and robbing all humanity of the opportunity to bring the criminal to justice.",doc4.txt,72
593,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",doc4.txt,73
594,"Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism.",doc4.txt,74
595,"Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust.",doc4.txt,75
596,"In the end, if the people cannot trust their government to do the job for which it exists - to protect them and to promote their common welfare - all else is lost.",doc4.txt,76
597,And this is why the struggle against corruption is one of the great struggles of our time.,doc4.txt,77
598,The good news is that there are already signs of progress here.,doc4.txt,78
599,Willingness to report corruption is increasingly significantly in Kenya.,doc4.txt,79
600,"The Kenyan media has been courageous in uncovering and reporting on some of the most blatant abuses of the system, and there has been a growing recognition among people and politicians that this is a critical issue.",doc4.txt,80
601,"Among other things, this recognition resulted in the coalition that came to power in the December elections of 2002.",doc4.txt,81
602,"This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.",doc4.txt,82
603,But elections are not enough.,doc4.txt,83
604,"In a true democracy, it is what happens between elections that is the true measure of how a government treats its people.",doc4.txt,84
